"comment","like_count","panjang"
"kitaa samaa kak rasanyaaa kalau gak lihat ini diulang, gak punya pegangan.. udaaah gak tau mau gimana lagii...","0","110"
"amin ya allah mudahkanlah segala.urusan bagi semua orang yg membaca","0","67"
"yakinlah ,saya telah melalui berbagai ujian berat dalam hidup..dan ketika saya hampir menyerah disitulah allah menyelesaikan masalah saya,,,intinya tetap yakin dengan rahman dan rahim allah... dan jangan pernah mengeluh,selalu berfikir positif bahwa allah membukakan jalan bagi anda pada saatnya...ini pengalaman saya","0","317"
"insyaallah permasalahan ibu sudah selesai, berganti kebahagiaan","0","63"
"sedang ditimpa masalah yg cukup berat..buttuh reminder untuk slalu husnudzon..sepertinya aku harus mengulang - ulang kajian ini :') mohon do'a nya saudara-saudaraku sesama muslim agar masalahku slesai dan bisa kembali bertumbuh melanjutkan kehidupan.. samaa dgn khidupan diriku sperti ini..mbak..huhu semoga slalu d gantikan dgn kbahagiaan yg lebih baik lgh y..","0","361"
"semoga allah swt. member rahmat untuk segala masalah anda","0","57"
"assalamu alaikum bunda ,peluk jauh buat bunda ,semoga allah swt selelu membersamai bunda disetiap langkah","0","105"
"semoga allah mudahkan segala urusan... aamiin ya rabb...","47","56"
"aamiin...kita tdk tw apakah problem kehidupan yg dtg ini adlh:ujian, peringatan/teguran... tergantung level keiman kita yg jelas byk muhasabah diri dan kembalikan semua urusan kehidupan kpd sang pemilik yaitu allah swt...","7","221"
"setiap kesulitan insya allah ada kemudahan. allah memberikan ujian beserta solusinya. skrangpun saya juga sedang ada ujian yg cukup.berat..yakin pada allah. hanya sabar, doa, usaha, ikhtiar dan tawakal. smoga smua diberikan kemudahan..aamiin","3","241"
"hampir 45 tahun yg lalu saat awal sy jd mualaf, hal yg sy alami kk, dibuang dari kel, sy lgsg jd yatim piatu krn 2 mgg sblm itu terjadi, my mamie/ bestie sy meninggal, sediiiih? pasti, tp wkt itu sy yakin n enjoy sj, mungkin krn wkt itu sy msh muda, sy hanya merasakan ketidak berdayaan tsb kira2 seminggu, lalu sy di-pungut jd anak sama uwak dr pihak mamie, alhmdlh ujian hidup mulai ber-dtg-an dr alloh swt, tp alhmdlh bersama kesulitan ada dua kemudahan, sedih n senang dlm hidup jd on off gantian, sy pelan2 menambah ilmu agama lewat buku2 tafsir krn sy blm melek arab n ikut ceramah duha di masjid, alhmdlh bantuan dari alloh swt sll dtg dg banyak cara ajaibnya, sy sll berdoa, berat ringan ujian hidup yg sy alami smg membuat sy lebih taat istiqomah mendekat, bersandar, bergantung n bersukur hanya kpd alloh swt sj, alhmdlh sampai saat ini , bestie terpercaya sy y alloh swt, tdk ada yg lain! insyaalloh, aamiin.. smg bpk/ kk yg mualaf sll ber-baik sangka saja kpd alloh swt y, barakalloh.","72","996"
"@dameriahutagalung-e1omasyaallah makasi sharingnya.. sy yg muslim sejak lahir jd nangis baca komennya, alhamdulillah ya allah..","5","127"
"@dameriahutagalung-e1o masyaallah bu, begitu sayangnya allah ke ibu sampai allah mudahkan lisan dan jari-jari ibu mengetik ini utk dilihat oleh kami semua. barakallahu fii umurik wa hayatik fid dunya wal akhirah ibu.","2","216"
"ttp istiqomah dgn agama yg sekarang dan smoga allah memudahkn segala urusan anda","13","80"
"semoga anda diberi kekuatan dan iman islam ilham yg istiqamah sungguh kami kepadamu wahai saudaraku, saat kau bersyahadat langsung layaknya bayi tanpa dosa kau membuat kami merenung bahwa sungguh keberuntungan telah menyertaimu karena hidayah yg kau jemput","10","256"
"may allah make it easy for all your affairs and strengthen your imaan. amin.","4","76"
"ya allah, permudahkan jalan hambamu melewati ujianmu ini.","4","57"
"allahumma yassir wala tu'assir.... laaahaulaa wala quwwata ila billaah..... aamiin yaa allah aamiin","3","99"
"masya allah, sehat sehat buat bapak sama istri dan anak nya selalu dalam lindungan allah untuk ujian saat ini dengan yakin dan pasti allah akan bantu pak bapak dan keluarga adalah orang yang allah sucikan minta pak sama allah berdoa sebutkan semua keluh kesah nya allah akan bantu allah akan jawab itu hal pasti tetap berdiri tegak di tauhid ya pak , allah maha kaya","1","366"
"sabarpak semua yg akan ditawarkan itu takbisa untok bekal mati tetaplah berdoa sama allah allah pasti akan memberi kemudahan pada saatnya yg penteng bapak tetap tawakal","1","168"
"curhat language sama allah kak aku kalau punya maslah, langsng curhat sama allah kalau mau tenang banyakin berzikir, sama menggigat allah","1","137"
"bagaimana kondisinya skrg bang? semoga kesulitannya sudah terlewati","1","67"
"sabar dan iklas menerima ujian dari allah yakin dan percaya serahkan smua masalah kepada allah allah tahu yg terbaik buat hamba nya,aamiin","1","138"
"tetap istiqomah saudaraku,,semoga allah swt permudah segalanya untukmu","1","70"
"maasya allah bp pasti allah beri jalan yng trbaik, curhatlah sama allah pasti dapat jawabn","0","90"
"subhanallah,masya allah,semoga kita semua selalu diberi kekuatan untuk istiqomah dalam iman dan islam,aamiin","0","108"
"masyaallah,.. hidayah,nikmat iman, islam adalah nikmat tertinggi yg allah anugerahkan buat kita saudara,... semoga kita bisa istiqamah atas nikmat ini dan selalu bersyukur dgn menjalankan perintahnya dan menjauhi segala larangannya...aamiin","0","240"
"allahuakbar insaalloh, alloh akan memudahkan sgla urusan keluargamu bang, suatu saat allah akan mengkat derajat keluarga mu bang","0","128"
"mari mencermati ujian apapun sebagai penguatan diri dan merenungkan nilai baik yg allah sudah siapkan...jangan meninggalkan allah walau dalam kesenangan sekalipun ....mari mendekatkan diri pada allah swt di setiap waktu. jazzakumullahukhoironkatsiro yaa ustad...","0","262"
"pegang erat agama islam,bersabarlah karena engkau akan selamat dunia akhirat dan allah akan menolongmu...insyaa allah...","0","120"
"sabar saudaraku inilah ujian yg setelah ujian ini allah hadiahkan kenikmatan kepadamu","0","85"
"semoga istiqamah . allah sedang menyiapkan yang terbaik untuk keluarga saudaraku . abdavtidak sendiri.. ikhlas, dan syukuri..","0","125"
"masya allah semangat sahabat muslim pasti bisa lewati ujianya","0","61"
"ya allah lindungi lindungi hambamu ini dari fitna dunia yg sangat berat aku pikul.","6","82"
"insyaa allah matahari terbit setelah gelap pak.. semoga allah kuatkan pundak bapak, allah tdk pernah salah memilih pundak.. semoga allah mudahkan utk bapak skeluarga dan teguhkan dlm iman islam.. kafir bekerja keras saja allah izinkan sukses, apalagi hamba yg allah cintai..","1","274"
"@elijonhutasoitmasyaallah komennya sampai sini.. semoga segera diberikan hidayah oleh allah","2","91"
"@elijonhutasoitlah ngapain anda ad di lapak kami, mungkin anda sedang gelisah smpe ada di lapak muslim, semoga hidayah allah menghampiri","1","136"
"@elijonhutasoitmashaallah knp nyasar kesini kakak,","4","50"
"smg allah swt segera memberikan jalan keluar terbaik. aamiin aamiin yaa robbal alamiin","2","86"
"keindahan pada wktuny hny ada di kitab injil ukthi..kl di dlm al-qur'an ada kemudahan dr setiap kesulitan..moga allah mmbrkn hikmah di balik ujian..","1","148"
"mohon do'a jamaah semoga sy diberikan kesabaran .kemudahan dan kekuatan iman dan taqwa dalam menghadpai masalah saya aamiin yra","1","127"
"aamiin allahuma aamiin, semoga allah berikan jalan keluar dan melimpah kan kebahagiaan dunia akhirat untuk kaka","1","111"
"aamiin semoga allah berikan kemudahan setiap ujian amiiin","1","57"
"semoga allah memberikan kemudahan dan jalan keluar terbaik.aamiin","0","65"
"( ) {hasbunallah wa nimal wakil nimal maula wanimannasir} ( ) (allahumma sholli ala sayyidina muhammad wa ala ali sayyidina muhammad). ( ) subhanallah walhamdulillah wala ilaha illallah wallahu akbar.","0","200"
"aamiinn semoga semakin d lapangkan hati nya dalam menjalani ujian ny aamiin allahumma aamiinn","0","93"
"bismillahirrahmanirrahim ya allah husnudzan menyadari dan bertobat atas segala kesalahan sehingga bisa merasakan ini semua...minta doanya teman2 semoga saya bisa melewati semua ujian ini semoga allah mengampuni segala dosa2 saya semoga allah memudahkan kesulitan yg sangat berat yg saat ini saya hadapi sendiri aamiiin yarobbal alamiiin semoga dapet 40 doa dari teman2 disini dan diijabah allah'","0","395"
"bismillah... yakin dan percaya allah pasti menolong kita yang sedang membutuh kan asmiin yarob","0","94"
"inshaallah alloh swt ringankan ujian yg dijalani dimudahkan menjalaninya","0","72"
"aamiin semoga allah memberikan jalan keluar yg ter-baik","0","55"
"ujian itu gk ada yg berat jika kita hadapi dengan iklas . thun kmrin d uji anak meninggal trus skrng d uji ekonomi hutang sampai ratusan juta. tp alhamdulillah ak iklas jd gk resah. biar allah yg bntu lunasin .kita ckup berdoa tiap hari .","0","238"
"sy berkali2 pak ustad diberi ujian bahkan terberat sekalipun,tp kesininya sy mendapat hikmah dari semua itu,bertambah dewasa,bertambah sabar dlm menghadapi masalah, seleksi tmn dan org yg masuk dlm kehidupan kita.allah akan menolong kita lebih dr masalah berat yg kita hadapi,dgn perbuatan baik kita yg terkadang kita sendiri lupa kebaikan apa yg kita lakukan dimasa lalu.","0","372"
"hari ini sedang dalam ujian insyaallah,minta doa nya ya..semoga allah angkat ujian di ganti dg hadiah naik derajat ...allahu amiin ya allah","0","139"
"ya allah, berikan lah beliau jalan keluar dari masalah ini, kau berikanlah takdir yang indah di dalam kehidupan beliau","0","118"
"aminn... ikhlas itupun ada ilmunya. saran sya pupuklah kesadaran bhwa ""kita tidak punya daya dan upaya"" yang maha segalanya adalah dia. dan bahwa susah dan lapang adalah dua kejadian yg sma2 dicipta oleh allah... semoga mnjdi dasar keikhlasan kita trhdap semua ketentuan allah.","0","277"
"minta doanya,saat ini saya bener bener di fase yg begitu sulit,tlong doa kan saya semoga allah berikan pertolongan untuk saya bisa memperbaiki keadaan ini","0","154"
"as wb saya sangat berterima kasih apa yang ustad sampaikan sangat berarti bagi saya selalu di uji olrh allah dengan berbagai macam musibah yg sungguh di luar batas kemampuan saya mudah mudahan dengan cerama ustad akan membuat saya sebagaihambah yangselalu bertawakal kepadaal allah subhannallah watak allah amin ya tabbal alamin!","0","329"
"aamiin ya allah.. semoga diberikan kesabaran, ketabahan dan kekuatan oleh allah swt.","0","84"
"yang datang baik buruk semua hadiah dari allah swt.","0","51"
"semoga segera diberi jalan keluar oleh allah swt. aamiin","3","56"
"semoga allah swt melapangkan hatinya untuk menerima semua ujiannya","8","66"
"bismilahirahmanirahiim aamiin ya allah aamiin aamiin ya rabbal aalamiin allahuakbar allahuma sholi ala sayyidina muhammad wa ala ali sayyidina muhammad","1","151"
"aamiin ya allah....semoga masalah hamba cepat berlalu ya allah.....","1","67"
"surah ini tidak pernah lepas dalam shalat dan sehabis shalat.. insya allah ada aja allah kasi pertolongan, sekalipun dalam pertolongan allah itu yg kemudian menyelesaikan masalah kita, jalannya sangat2 mustahil klo kita pikir, tapi itulah allah, otak kita tak sampai utk menggapainya .....","1","289"
"amiinn ya allah. smoga seluruh muslim yang sedang di uji segera diangkat smua masalahnya dan bisa beraktifitas dengan lancar seperti semula.","1","140"
"masya allah begitu nikmatnya muslim dalam mnyelesaikan masalah hidupnya. semua ada didlm al qur' an. smg doa daoku cepat trkabul. aamiin allahumma aamiin","15","153"
"subhanallah alhamdulillah walaillah wallahu akbar lahhawla quwatta illah billahh alhamdulillah aaaaammmmiiiinn yarobbalalamin","0","125"
"ya luar biasa rasanya hati ini setelah dengar ceramah ustadz ini","0","64"
"semoga allah segera mengangkat semua kesulitan dan diberi kemudahan ...aamiin","6","77"
"aamiin, semoga do'a yang sama untukmu juga kk, semoga kesusahan dan ujian yang diberi allah, bisa cepat selesai dan diganti dengan kemudahan..","1","142"
"alhamdulillah ustadz atas izin dan ridho alloh saya diberi ujian di usia yg menjelang pensiun dg bapak mengalami struk dan anak pertama saya di penjara","0","151"
"saya sdg mengalami ujian berat.awal2 terasa berat sekali.knp ujian beruntun menimpa saya awalnya terasa berat sekali.sy dekatkan diri pada allah.saya rasa byk jg keberuntungan yg saya dpt selain ujian dlm hidup ,lama2 saya ikhlas,ridho dan skrg mendptkan ketenangan hidup .semoga ada hikmah dibalik cobaan yg rasakan.aamiin....","4","327"
"rencana allah swt lebih indah dari yang kita bayangkan","1","54"
"berbaik sangka lah kepada allah swt,maka urusanmu akan dipermudah dengan izin allah","18","83"
"ya allah alhamdullillah atas semua anugrah mu amin amin ya. robbal alamin","0","73"
"aamiin ya robbal alamiin,, maha suci alloh ats sgl nya ,,,in syaa alloh kita semua slmt dunia akherat aamiin,,sangat nyaman klo nyimak comment di grup kajian begini,, hati adem ! semoga semuanya bisa terlewati dengan baik ,sabar yg lbh sabar lg ,in syaa alloh","12","259"
"kaya gelisah miskin pasrah, kadang tak sesuai dengan realita pak ustadz, doa doa! tapi entahlah hidup tak pernah seindah cuap cuap, jawab ya pak ustadz,tarip manggil anda berapa,","1","178"
"sering2 baca al insyirah terutama sebelum ujian insya allah akan d lancarkan... aamiin yra","1","90"
"aamiin allahuma aamiin, bagaimana kak udah lulus? aku juga ini kak ragu sama proposal penelitian sendiri","0","104"
"ya allah engko mudahkan semua masalahku lancarkan rejeki berilah lemudahan setiap persoalanku..","2","95"
"iya betul....krn allah maha tahu apa yg kita butuhkan.....bukan apa yg kita ingin kan","12","85"
"masa allah sungguh sangat bermanfaat tausiyah nya sehat"" y pa ustad pjng umur slalu d berikan keberkahan.","5","105"
"ibu sabar dan kuat ya allah beserta kita sy juga mengalami yg sama.","19","67"
"@warohmahumilis1211 insyaallah bu.. semoga ibu juga bisa melewati segala ujian kehidupan ini.. aamiin","14","101"
"saya senang , engkau mendapatkan keindahan itu... alhamdulillaah maa syaa alloh... semoga alloh memelukmu selalu dalam iman islammu...aamiin","12","140"
"jangan diingat lg yah ibu karena kalau kita sering menginat masalah kmarin, itu hanya merusak bahagia kita dan setan mau membuat kita sedih bu... semoga allah memberikan kita hati yg lapang, iman yg kuat dan hati yg tenang","10","222"
"amiin sabar kr allah pasti ada maksud baik di blk itu semua sy jg baru kehilangan istri meninggal rasanya msh nyesek smp sekarang","7","129"
"@dinieagustin-pi6zy jangan berputus asa.. insyaallah akan segera ada jalan keluar.. aamiin..","0","92"
"masyaallah.... semoga selalu diberi kesehatan, rizki yang berlimpah lagi berkah, istiqomah di jalan allah. aamiin....","5","117"
"ya allah smoga dg srt alinsyirah allah slalu melapangkan hati hmbh setiap kesulitan pasti ada kemudahan ..ya allah mudahkan hamba untg melunasi hutg "" saya amin","4","160"
"smoga mba dan kluarga senantiasa menjadi hamba yg dicintai allah swt dunia dan akhirat..aamiin..","1","96"
"@fauziahmad-ml3nr aamiin.. semoga doa yang sama diijabah allah utk bapak sekeluarga","0","83"
"bismillahirrahmanirrahim, saya skrg jg mengalami beban yg bgitu berat banyak hutang, tdk ada yg bisa menolong hanya allah swt, amin ya rabbal alamin","1","148"
"@zusidwisofitri623 yang sabar ya mba.. tak ada cobaan yang sia sia insyaallah, semua ada hikmahnya.. adek bayi menjadi wasilah yang akan membawa mba dan keluarga berkumpul di dalam syurga allah, insyaallah..","0","207"
"masyaallah semoga allah mudahkan semua urusan ibu aamiin","0","56"
"semoga ibu dan anak ibu selalu dberikan kesehatan , dmurahkan rezekinya aamin ya allah...","0","89"
"allahuma saidinamuhamad...insyahallah...aamin..aamin...","0","55"
"aamiin, kakak kuat, insya allah akan allah mudahkan kehidupqn kakak kedepan","0","75"
"saya dulu hampir saja tergelincir menjadi murtad, beberapa tahun menjauh dari allah dan tdk pernah ingin kembali menjadi muslim, suatu hari saya rindu, rindu yang entah kepada apa, tanpa sengaja kembali membuka aplikasi qur'an yg sudah lama ada di hp saya, dan menemukan surah ad dhuha, di ayat ke 3,saya nangis tersedu-sedu, dan masya allah hidayah kembali allah berikan kepada saya.alhamdulilla","0","396"
